종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"250030","진코스텍","KONEX","일반기업부","7770","-470","-5.70","8000","8000","7050","376","2772300","20119148490","2589337"
"002780","진흥기업","KOSPI",,"821","25","3.14","779","837","774","613841","497582533","119432302645","145471745"
"002787","진흥기업2우B","KOSPI",,"11020","230","2.13","11890","11890","10460","703","7665820","3248784160","294808"
"002785","진흥기업우B","KOSPI",,"3870","170","4.59","3900","3900","3600","136","498270","3317433660","857218"
"233990","질경이","KONEX","일반기업부","660","25","3.94","680","729","630","7766","4967963","9744832680","14764898"
"085660","차바이오텍","KOSDAQ","중견기업부","15390","140","0.92","15090","15520","15030","162569","2486538070","866679277770","56314443"
"261780","차백신연구소","KOSDAQ","기술성장기업부","3735","35","0.95","3665","3735","3485","60065","218252770","100190433780","26824748"
"351870","차이커뮤니케이션","KOSDAQ","중견기업부","10130","1540","17.93","9400","11070","9290","5497397","56241531010","112757931570","11131089"
"009310","참엔지니어링","KOSPI",,"350","4","1.16","345","350","339","109231","37926608","29703596650","84867419"
"094850","참좋은여행","KOSDAQ","중견기업부","5110","320","6.68","4790","6040","4650","2932213","15964456500","71540000000","14000000"
"004650","창해에탄올","KOSDAQ","중견기업부","9100","-30","-0.33","9130","9280","9060","14100","128719880","83637053500","9190885"
"278280","천보","KOSDAQ","우량기업부","36900","-1600","-4.16","37550","38300","35500","90001","3288037750","369000000000","10000000"
"000650","천일고속","KOSPI",,"38150","-400","-1.04","38200","38300","37450","215","8130000","54524743000","1429220"
"362320","청담글로벌","KOSDAQ","중견기업부","5220","240","4.82","4955","5300","4890","351264","1794486440","107277733800","20551290"
"012600","청호ICT","KOSPI",,"2490","0","0.00","0","0","0","0","0","116119947330","46634517"
"066360","체리부로","KOSDAQ","중견기업부","789","70","9.74","719","808","719","527105","405657450","37834139835","47952015"
"033250","체시스","KOSPI",,"1375","92","7.17","1284","1375","1245","321267","416501187","44000000000","32000000"
"047820","초록뱀미디어","KOSDAQ","관리종목(소속부없음)","5400","0","0.00","0","0","0","0","0","132051222000","24453930"
"094360","칩스앤미디어","KOSDAQ","벤처기업부","12600","530","4.39","11900","12650","11900","110697","1363007130","262371362400","20823124"
"016920","카스","KOSDAQ","중견기업부","1100","-46","-4.01","1138","1143","1100","84948","95349433","29142891800","26493538"
"284620","카이노스메드","KOSDAQ","기술성장기업부","3975","-25","-0.63","3855","4240","3795","144557","564584465","112018652175","28180793"
"446600","카이바이오텍","KONEX","일반기업부","6400","0","0.00","0","0","0","0","0","6280198400","981281"
"035720","카카오","KOSPI",,"34050","1250","3.81","33100","34550","32950","1328815","44913087750","15102963782700","443552534"
"293490","카카오게임즈","KOSDAQ GLOBAL","우량기업부","15480","90","0.58","15330","15720","15000","197788","3028971870","1279778442480","82673026"
"323410","카카오뱅크","KOSPI",,"20250","150","0.75","20150","20450","20100","491691","9963861850","9658614899250","476968637"
"377300","카카오페이","KOSPI",,"21900","-450","-2.01","22500","22500","21200","231085","5021730100","2948234042100","134622559"
"140430","카티스","KOSDAQ","벤처기업부","2645","105","4.13","2545","2750","2440","389773","1010863385","50525369255","19102219"
"042000","카페24","KOSDAQ","기술성장기업부","30200","50","0.17","29700","30450","29300","496644","14885910850","732442230800","24253054"
"006380","카프로","KOSPI",,"3660","0","0.00","0","0","0","0","0","618539985360","168999996"
"313760","캐리","KOSDAQ","투자주의환기종목(소속부없음)","6760","430","6.79","6160","6790","6160","101277","667944980","51889604520","7675977"
"317530","캐리소프트","KOSDAQ","기술성장기업부","3970","-10","-0.25","3860","3990","3710","11292","43467350","28720381410","7234353"
"071850","캐스텍코리아","KOSDAQ","중견기업부","1970","99","5.29","1843","1986","1825","14326","27774355","48322500360","24529188"
"050110","캠시스","KOSDAQ","중견기업부","963","33","3.55","900","965","900","229098","212442183","71092625634","73824118"
"452300","캡스톤파트너스","KOSDAQ","중견기업부","2425","35","1.46","2360","2455","2320","82965","198586470","34183721500","14096380"
"451760","컨텍","KOSDAQ","기술성장기업부","12820","-310","-2.36","12690","13270","12200","582741","7488543120","191536902320","14940476"
"900310","컬러레이","KOSDAQ","외국기업(소속부없음)","611","6","0.99","606","619","589","119264","71224098","39129463425","64041675"
"078340","컴투스","KOSDAQ GLOBAL","우량기업부","42750","1800","4.40","40850","43100","40500","95185","4010639400","544539026250","12737755"
"063080","컴투스홀딩스","KOSDAQ","중견기업부","24300","-1600","-6.18","24700","24900","23500","192584","4683574650","160263165600","6595192"
"307930","컴퍼니케이","KOSDAQ","중견기업부","4910","-30","-0.61","4890","4940","4755","61847","299486080","76645100000","15610000"
"079190","케스피온","KOSDAQ","벤처기업부","558","-4","-0.71","547","573","547","74780","41337292","21402376812","38355514"
"263700","케어랩스","KOSDAQ","중견기업부","2370","-15","-0.63","2325","2435","2290","42636","99375725","46011654000","19414200"
"214370","케어젠","KOSDAQ","벤처기업부","18060","-690","-3.68","18630","18750","17910","81693","1490860260","970092900000","53715000"
"221980","케이디켐","KOSDAQ","우량기업부","12090","-10","-0.08","12100","12150","11880","165","1982750","48780732000","4034800"
"038530","케이바이오","KOSDAQ","중견기업부","251","11","4.58","241","253","239","654488","160093921","29044301097","115714347"
"001620","케이비아이동국실업","KOSPI",,"536","-9","-1.65","552","552","529","231372","123315643","59653064616","111293031"
"424140","케이비제21호스팩","KOSDAQ","SPAC(소속부없음)","2075","-5","-0.24","2075","2080","2075","29914","62095810","15998250000","7710000"
"192250","케이사인","KOSDAQ","벤처기업부","7480","190","2.61","7450","7480","7120","17190","124965810","52862095000","7067125"
"431190","케이쓰리아이","KOSDAQ","기술성장기업부","4935","-135","-2.66","5110","5110","4825","102503","505076085","36945591270","7486442"
"029460","케이씨","KOSPI",,"17250","430","2.56","16820","17380","16180","22928","381148110","233807259000","13554044"
"115500","케이씨에스","KOSDAQ","중견기업부","7130","-140","-1.93","7090","7360","7000","513521","3674304310","85560000000","12000000"
"281820","케이씨텍","KOSPI",,"31850","2350","7.97","28850","32300","27700","77294","2375166850","664440558600","20861556"
"089150","케이씨티","KOSDAQ","중견기업부","2165","65","3.10","2085","2170","2020","86473","182264360","37129750000","17150000"
"025880","케이씨피드","KOSDAQ","중견기업부","2910","10","0.34","2900","2915","2800","60865","174082000","48643146780","16715858"
"093320","케이아이엔엑스","KOSDAQ","우량기업부","65400","4200","6.86","61200","66200","61100","23740","1512525700","319152000000","4880000"
"093640","케이알엠","KOSDAQ","벤처기업부","4185","190","4.76","3940","4185","3880","69917","281766120","136365379200","32584320"
"073010","케이에스피","KOSDAQ","우량기업부","4035","-20","-0.49","4100","4110","3930","309386","1239875605","162171693750","40191250"
"105330","케이엔더블유","KOSDAQ","우량기업부","3870","-335","-7.97","4205","4215","3785","229457","902444000","62152308360","16060028"
"053080","케이엔솔","KOSDAQ","우량기업부","13320","390","3.02","12760","13500","12710","141098","1844562010","173157429240","12999807"
"199430","케이엔알시스템","KOSDAQ","기술성장기업부","7140","30","0.42","6970","7150","6600","89769","610880080","77595470820","10867713"
"432470","케이엔에스","KOSDAQ","벤처기업부","12390","-650","-4.98","13000","13000","11900","76509","943988960","107477748840","8674556"
"272110","케이엔제이","KOSDAQ","우량기업부","13760","-350","-2.48","13950","14290","13550","80749","1108940400","110154235200","8005395"
"039420","케이엘넷","KOSDAQ","중견기업부","2475","-15","-0.60","2485","2500","2475","32801","81547710","59782956750","24154730"
"083550","케이엠","KOSDAQ","우량기업부","3055","45","1.50","3060","3075","2955","19142","57391680","37803260430","12374226"
"032500","케이엠더블유","KOSDAQ","중견기업부","8000","-180","-2.20","8050","8170","7580","183008","1436141200","318567064000","39820883"
"225430","케이엠제약","KOSDAQ","벤처기업부","727","14","1.96","666","742","666","82997","58361100","20273885350","27887050"
"102370","케이옥션","KOSDAQ","기술성장기업부","3650","150","4.29","3440","3660","3330","224030","792516835","99386616500","27229210"
"068100","케이웨더","KOSDAQ","기술성장기업부","2915","-45","-1.52","2925","3065","2915","29101","85864960","28973974810","9939614"
"381970","케이카","KOSPI",,"12310","170","1.40","12130","12400","12080","26308","322284570","593121318630","48182073"
"145270","케이탑리츠","KOSPI",,"1001","1","0.10","1000","1003","996","111357","111362472","48108834774","48060774"
"036030","케이티알파","KOSDAQ","우량기업부","3735","15","0.40","3660","3755","3635","73830","272125290","183087022005","49019283"
"064820","케이프","KOSDAQ","우량기업부","5080","-150","-2.87","5230","5230","4990","89529","452232280","156980778240","30901728"
"256940","케이피에스","KOSDAQ","벤처기업부","5520","110","2.03","5440","5520","5140","47938","253759060","103492592160","18748658"
"024880","케이피에프","KOSDAQ","우량기업부","3560","75","2.15","3455","3615","3410","195854","688644425","73630760880","20682798"
"042040","케이피엠테크","KOSDAQ","중견기업부","270","-27","-9.09","297","300","251","2693603","723838041","47104447590","174460917"
"054410","케이피티유","KOSDAQ","벤처기업부","3415","-10","-0.29","3425","3530","3300","9426","32207535","19555806260","5726444"
"258610","케일럼","KOSDAQ","중견기업부","1358","0","0.00","1351","1358","1315","20163","27257677","36376926614","26787133"
"274090","켄코아에어로스페이스","KOSDAQ","기술성장기업부","11830","460","4.05","11200","11940","11000","926777","10773307110","152763463580","12913226"
"402420","켈스","KONEX","일반기업부","11190","-260","-2.27","0","0","0","0","0","24914982600","2226540"
"089010","켐트로닉스","KOSDAQ","우량기업부","16320","220","1.37","15750","16320","15630","185084","2958645400","250256526720","15334346"
"220260","켐트로스","KOSDAQ","우량기업부","3500","-125","-3.45","3580","3620","3370","165998","577703300","92954074500","26558307"
"176590","코나솔","KONEX","일반기업부","8120","120","1.50","8190","8250","7800","547","4395620","47285463960","5823333"
"052400","코나아이","KOSDAQ","우량기업부","14190","-870","-5.78","14930","15680","13690","92873","1375826990","211430985810","14899999"
"402030","코난테크놀로지","KOSDAQ","기술성장기업부","18560","-340","-1.80","18810","19700","18010","85912","1603092910","212565601280","11452888"
"391710","코닉오토메이션","KOSDAQ","중견기업부","1609","11","0.69","1597","1632","1570","133152","212032769","66778684198","41503222"
"046070","코다코","KOSDAQ","관리종목(소속부없음)","10280","0","0.00","0","0","0","0","0","146172317160","14219097"
"047770","코데즈컴바인","KOSDAQ","중견기업부","1503","-61","-3.90","1564","1604","1489","1178400","1809628897","56877430806","37842602"
"080530","코디","KOSDAQ","벤처기업부","1203","-19","-1.55","1222","1257","1161","79434","94714470","52090413681","43300427"
"417310","코람코더원리츠","KOSPI",,"4365","-15","-0.34","4385","4445","4320","47645","209334875","176346000000","40400000"
"357120","코람코라이프인프라리츠","KOSPI",,"4180","35","0.84","4130","4185","4110","143522","593910285","406861779720","97335354"
"104540","코렌텍","KOSDAQ","기술성장기업부","5100","40","0.79","4770","5160","4700","48738","235168870","65207274000","12785740"
"027050","코리아나","KOSDAQ","중견기업부","2415","165","7.33","2220","2440","2210","244236","577598135","96600000000","40000000"
"007815","코리아써우","KOSPI",,"5110","50","0.99","5070","5190","4920","552","2767095","15149565900","2964690"
"007810","코리아써키트","KOSPI",,"8170","80","0.99","8080","8250","7950","92838","752700570","192981535670","23620751"
"00781K","코리아써키트2우B","KOSPI",,"5500","170","3.19","5250","5510","5000","289","1495260","4310344500","783699"
"190650","코리아에셋투자증권","KOSDAQ","우량기업부","5300","80","1.53","5220","5380","5200","7336","38497840","33856400000","6388000"
"123410","코리아에프티","KOSDAQ","우량기업부","5120","285","5.89","4835","5240","4830","737764","3714422785","142546247680","27841064"
"003690","코리안리","KOSPI",,"8130","210","2.65","7970","8180","7920","333882","2705573560","1344437986380","165367526"
"036690","코맥스","KOSDAQ","관리종목(소속부없음)","2885","0","0.00","0","0","0","0","0","45885746130","15904938"
"049430","코메론","KOSDAQ","우량기업부","11440","1300","12.82","10140","11450","10020","408660","4545747480","103509120000","9048000"
"183300","코미코","KOSDAQ GLOBAL","우량기업부","43050","50","0.12","42400","43750","42100","100592","4333569250","450332446200","10460684"
"041960","코미팜","KOSDAQ","벤처기업부","4020","-20","-0.50","4040","4055","3910","56119","223366290","283901376660","70622233"
"089890","코세스","KOSDAQ","우량기업부","7410","220","3.06","6950","7410","6950","43110","310235950","122894568420","16584962"
"360350","코셈","KOSDAQ","기술성장기업부","6680","430","6.88","6230","6680","6160","40819","262212470","37888759600","5671970"
"189350","코셋","KONEX","일반기업부","1600","0","0.00","0","0","0","0","0","7680000000","4800000"
"082660","코스나인","KOSDAQ","관리종목(소속부없음)","480","0","0.00","0","0","0","0","0","47827617120","99640869"
"192820","코스맥스","KOSPI",,"135400","6700","5.21","125900","137400","122600","161488","21295742800","1536723518600","11349509"
"044820","코스맥스비티아이","KOSPI",,"8430","-530","-5.92","8900","8900","8310","14686","123050960","80961054030","9603921"
"222040","코스맥스엔비티","KOSDAQ","중견기업부","3100","90","2.99","3010","3125","2950","29752","90467770","63946800000","20628000"
"241710","코스메카코리아","KOSDAQ","우량기업부","60100","-1800","-2.91","61000","61800","56100","315471","18531064000","641868000000","10680000"
"005070","코스모신소재","KOSPI",,"67500","-3700","-5.20","68300","69900","62000","500296","33398678900","2194476030000","32510756"
"005420","코스모화학","KOSPI",,"15720","-1140","-6.76","15790","16340","15320","314565","4945930630","603777344160","38408228"
"355150","코스텍시스","KOSDAQ","벤처기업부","5610","0","0.00","5610","5790","5050","34572","188637140","43743133500","7797350"
"169670","코스텍시스템","KONEX","일반기업부","6550","820","14.31","6000","6580","5800","1407","8920120","18788026550","2868401"
"071950","코아스","KOSPI",,"9000","10","0.11","9500","9500","8770","7253","64207590","29616480000","3290720"
"166480","코아스템켐온","KOSDAQ","벤처기업부","12300","-410","-3.23","12700","12830","11900","304016","3706516300","404305624800","32870376"
"045970","코아시아","KOSDAQ","중견기업부","4145","195","4.94","3950","4175","3910","83786","337333835","109075161020","26314876"
"196450","코아시아씨엠","KOSDAQ","중견기업부","837","-18","-2.11","855","890","830","67173","56546204","37932490134","45319582"
"384470","코어라인소프트","KOSDAQ","기술성장기업부","6790","60","0.89","6730","6920","6240","75892","501194130","87129714560","12832064"
"029960","코엔텍","KOSDAQ","우량기업부","8960","10","0.11","8950","8960","8950","379043","3392602280","448000000000","50000000"
"002020","코오롱","KOSPI",,"13190","-10","-0.08","13150","13300","12950","31602","413722930","166542558940","12626426"
"138490","코오롱ENP","KOSPI",,"5410","50","0.93","5300","5460","5180","106452","561354030","205580000000","38000000"
"003070","코오롱글로벌","KOSPI",,"10370","550","5.60","9500","11630","9100","2064973","22098662230","196332233810","18932713"
"003075","코오롱글로벌우","KOSPI",,"17900","350","1.99","17000","18450","16520","24502","437495640","13259192300","740737"
"450140","코오롱모빌리티그룹","KOSPI",,"1987","-33","-1.63","1990","2070","1934","88872","173866206","124738395750","62777250"
"45014K","코오롱모빌리티그룹우","KOSPI",,"3250","-100","-2.99","3355","3355","3200","4140","13285395","7982390000","2456120"
"102940","코오롱생명과학","KOSDAQ","중견기업부","17900","540","3.11","17170","18420","16780","21927","376522100","222378627300","12423387"
"002025","코오롱우","KOSPI",,"12390","-10","-0.08","12260","12980","12240","3931","50129870","13336472100","1076390"
"120110","코오롱인더","KOSPI",,"27700","-350","-1.25","28050","28250","27200","250034","6942508300","762278820700","27519091"
"120115","코오롱인더우","KOSPI",,"19560","-120","-0.61","19680","20550","19500","7994","158155250","54139341600","2767860"
"950160","코오롱티슈진","KOSDAQ","외국기업(소속부없음)","16670","1320","8.60","15200","17100","14980","396669","6465529020","1324705054700","79466410"
"021240","코웨이","KOSPI",,"62300","600","0.97","62300","63000","61000","98221","6114823800","4597716263700","73799619"
"033290","코웰패션","KOSDAQ","우량기업부","2035","52","2.62","1983","2035","1912","299386","586326981","114278072535","56156301"
"056360","코위버","KOSDAQ","우량기업부","4290","-85","-1.94","4335","4375","4105","30464","127641695","42028272000","9796800"
"282880","코윈테크","KOSDAQ","우량기업부","13540","-650","-4.58","13740","14080","13010","260693","3489345990","150860066780","11141807"
"121850","코이즈","KOSDAQ","벤처기업부","820","-31","-3.64","850","855","810","79139","65865077","25103623500","30614175"
"448710","코츠테크놀로지","KOSDAQ","벤처기업부","18730","70","0.38","18500","18860","18100","48410","892118700","96760472370","5166069"
"126730","코칩","KOSDAQ","벤처기업부","9570","60","0.63","9300","9730","9050","68054","629828860","81378112200","8503460"
"015710","코콤","KOSDAQ","중견기업부","4200","-115","-2.67","4425","4480","4090","670228","2877330895","73628100000","17530500"
"052330","코텍","KOSDAQ","우량기업부","7460","60","0.81","7340","7840","7340","46908","355971020","116186157920","15574552"
"322780","코퍼스코리아","KOSDAQ","중견기업부","872","-3","-0.34","850","880","842","89319","76823724","33077238536","37932613"
"036420","콘텐트리중앙","KOSPI",,"8250","160","1.98","7850","8250","7810","65186","522432510","158914041000","19262308"
"200130","콜마비앤에이치","KOSDAQ GLOBAL","우량기업부","12570","-230","-1.80","12680","12680","11990","134675","1644152730","369753564060","29415558"
"024720","콜마홀딩스","KOSPI",,"7600","160","2.15","7480","7720","7360","101447","763372510","260651568400","34296259"
"031820","콤텍시스템","KOSPI",,"524","-3","-0.57","521","529","518","252806","132192271","63430968184","121051466"
"294570","쿠콘","KOSDAQ","벤처기업부","11930","-130","-1.08","12010","12100","11220","34344","397178330","122338392050","10254685"
"192400","쿠쿠홀딩스","KOSPI",,"22650","-300","-1.31","22950","23000","22550","9904","226191300","805483490250","35562185"
"284740","쿠쿠홈시스","KOSPI",,"21200","700","3.41","20350","21200","20150","30952","636886750","475671396000","22437330"
"317690","퀀타매트릭스","KOSDAQ","기술성장기업부","6300","160","2.61","6170","6440","5930","177990","1098947370","104185689300","16537411"
"078940","퀀타피아","KOSDAQ","관리종목(소속부없음)","2855","0","0.00","0","0","0","0","0","151584163690","53094278"
"227100","퀀텀온","KOSDAQ","투자주의환기종목(소속부없음)","1061","15","1.43","1120","1120","1047","372717","404335287","20386247102","19214182"
"432720","퀄리타스반도체","KOSDAQ","기술성장기업부","7400","-20","-0.27","7350","7620","7200","118131","874015660","103034580800","13923592"
"456190","큐라켐","KONEX","일반기업부","16800","0","0.00","0","0","0","0","0","29472004800","1754286"
"365270","큐라클","KOSDAQ","기술성장기업부","6000","60","1.01","5850","6000","5620","137505","790088630","83243808000","13873968"
"348080","큐라티스","KOSDAQ","투자주의환기종목(소속부없음)","758","24","3.27","734","775","713","293480","218115982","31951223580","42152010"
"086460","큐러블","KONEX","일반기업부","2995","-5","-0.17","2995","2995","2995","2","5990","8803503000","2939400"
"060280","큐렉소","KOSDAQ","중견기업부","6300","160","2.61","6040","6310","5980","119540","738216180","258866937000","41089990"
"372320","큐로셀","KOSDAQ","기술성장기업부","25450","500","2.00","24900","25600","24350","69026","1721719550","359179005800","14113124"
"051780","큐로홀딩스","KOSDAQ","투자주의환기종목(소속부없음)","111","2","1.83","108","111","104","1193424","127051902","15142891950","136422450"
"115180","큐리언트","KOSDAQ","벤처기업부","4300","100","2.38","4200","4345","4000","111409","466010875","138858485300","32292671"
"445680","큐리옥스바이오시스템즈","KOSDAQ","기술성장기업부","19420","-380","-1.92","19870","20050","19140","162144","3152773220","312598651960","16096738"
"182360","큐브엔터","KOSDAQ","우량기업부","14530","-70","-0.48","14540","14660","14040","45248","648011980","211724723210","14571557"
"405100","큐알티","KOSDAQ","벤처기업부","13710","-320","-2.28","14340","14560","13330","148147","2050709370","168486316710","12289301"
"066310","큐에스아이","KOSDAQ","중견기업부","5880","280","5.00","5600","5920","5500","16596","94226240","54517131480","9271621"
"136660","큐엠씨","KONEX","일반기업부","340","0","0.00","390","390","289","2737","928575","3210892000","9443800"
"016600","큐캐피탈","KOSDAQ","중견기업부","257","-9","-3.38","266","266","249","1664238","423487244","45809507784","178247112"
"355390","크라우드웍스","KOSDAQ","기술성장기업부","10000","30","0.30","9710","10080","9530","25211","246463550","42246060000","4224606"
"264900","크라운제과","KOSPI",,"7940","40","0.51","7900","8060","7850","26656","211052670","99439369000","12523850"
"26490K","크라운제과우","KOSPI",,"9970","0","0.00","9970","9970","9810","1200","11846160","7712393200","773560"
"005740","크라운해태홀딩스","KOSPI",,"5340","10","0.19","5310","5430","5280","62505","333178910","79284832980","14847347"
"005745","크라운해태홀딩스우","KOSPI",,"8180","-180","-2.15","8360","8360","8020","309","2490910","4913938680","600726"
"259960","크래프톤","KOSPI",,"289500","-4000","-1.36","293500","296500","281000","164174","47352455000","13867083292500","47900115"
"096240","크레버스","KOSDAQ","우량기업부","15290","260","1.73","15030","15290","14850","41071","614945590","170302772200","11138180"
"040350","크레오에스지","KOSDAQ","중견기업부","596","-1","-0.17","597","607","554","255422","148307454","90636155256","152074086"
"215570","크로넥스","KONEX","일반기업부","435","-35","-7.45","470","540","435","457","213250","2208954795","5078057"
"110790","크리스에프앤씨","KOSDAQ","우량기업부","6380","-90","-1.39","6470","6500","6310","4750","30342100","149489524800","23430960"
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)","886","-4","-0.45","880","905","869","521516","460310428","115747043544","130640004"
"045520","크린앤사이언스","KOSDAQ","중견기업부","4740","-15","-0.32","4765","4765","4680","7773","36577020","30810000000","6500000"
"036170","클라우드에어","KOSDAQ","중견기업부","837","-11","-1.30","839","848","830","68144","56842846","51363028962","61365626"
"214150","클래시스","KOSDAQ GLOBAL","우량기업부","46150","550","1.21","44400","46550","44150","169702","7723486800","3023086162850","65505659"
"466100","클로봇","KOSDAQ","기술성장기업부","8160","100","1.24","8080","8790","8040","3244820","27336592280","195374112960","23942906"
"352770","클리노믹스","KOSDAQ","기술성장기업부","544","74","15.74","490","565","449","881720","447785902","21154045472","38886113"
"237880","클리오","KOSDAQ","우량기업부","17210","90","0.53","17120","17300","16700","89289","1518959540","311007985130","18071353"
"139670","키네마스터","KOSDAQ","중견기업부","2405","20","0.84","2385","2405","2310","40559","96299930","33955738050","14118810"
"020120","키다리스튜디오","KOSPI",,"3775","30","0.80","3650","3800","3560","182787","669384635","139915716650","37063766"
"413600","키움제6호스팩","KOSDAQ","SPAC(소속부없음)","2360","-45","-1.87","2410","2410","2275","25193","58074355","8094800000","3430000"
"433530","키움제7호스팩","KOSDAQ","SPAC(소속부없음)","2045","-70","-3.31","2140","2140","2030","14673","30107645","8394725000","4105000"
"446840","키움제8호스팩","KOSDAQ","SPAC(소속부없음)","2245","-15","-0.66","2260","2295","2200","356","785465","13200600000","5880000"
"039490","키움증권","KOSPI",,"122600","-7300","-5.62","127900","127900","122600","57418","7103870500","3129574155600","25526706"
"054780","키이스트","KOSDAQ","중견기업부","4100","65","1.61","4030","4115","3875","54041","214038895","80145951300","19547793"
"336040","타스컴","KONEX","일반기업부","3385","85","2.58","3300","3400","3030","490","1506810","14264745425","4214105"
"219130","타이거일렉","KOSDAQ","중견기업부","14040","-400","-2.77","14000","14420","13510","68565","956088200","88652631600","6314290"
"346010","타이드","KONEX","일반기업부","1500","-120","-7.41","1500","1500","1500","10","15000","7290093000","4860062"
"318660","타임기술","KONEX","일반기업부","4790","-310","-6.08","4900","5200","4610","1372","6496960","10308563790","2152101"
"476710","타조엔터테인먼트","KONEX","일반기업부","14560","-440","-2.93","14560","14560","14560","1","14560","14560000000","1000000"
"434190","탈로스","KONEX","일반기업부","5100","30","0.59","5270","5270","4910","1116","5603125","37584113400","7369434"
"336680","탑런토탈솔루션","KOSDAQ","중견기업부","10500","-540","-4.89","10980","11200","10490","252604","2702809320","205514179500","19572779"
"360070","탑머티리얼","KOSDAQ","중견기업부","30000","-1250","-4.00","29900","30950","28500","51234","1512551150","242302290000","8076743"
"180060","탑선","KONEX","일반기업부","6800","-180","-2.58","6990","7250","6800","598","4294330","63564128800","9347666"
"065130","탑엔지니어링","KOSDAQ","중견기업부","4390","-15","-0.34","4385","4455","4380","102317","451851060","75464020980","17189982"
"134580","탑코미디어","KOSDAQ","중견기업부","1621","50","3.18","1552","1621","1506","84067","131313154","35703768307","22025767"
"014580","태경비케이","KOSPI",,"4285","70","1.66","4180","4325","4145","69645","294188135","118193583500","27583100"
"015890","태경산업","KOSPI",,"5120","100","1.99","5020","5160","5020","22891","116379010","149651200000","29228750"
"006890","태경케미컬","KOSPI",,"10950","250","2.34","10620","11110","10610","25301","275257070","127020000000","11600000"
"023160","태광","KOSDAQ","우량기업부","12900","-300","-2.27","13050","13210","12620","295417","3778880830","341850000000","26500000"
"003240","태광산업","KOSPI",,"669000","24000","3.72","645000","700000","635000","2403","1601771000","744864600000","1113400"
"011280","태림포장","KOSPI",,"1997","-38","-1.87","2005","2025","1980","92653","184508343","141399462180","70805940"
"323280","태성","KOSDAQ","중견기업부","26650","-250","-0.93","26300","28300","24950","681588","18147729250","688122454500","25820730"
"053620","태양","KOSDAQ","중견기업부","6150","-70","-1.13","6200","6230","6130","2721","16789500","52890000000","8600000"
"052960","태양3C","KONEX","일반기업부","3900","100","2.63","3900","3900","3900","1","3900","19059604200","4887078"
"004100","태양금속","KOSPI",,"3255","130","4.16","3120","3275","2885","3079231","9553790105","119458500000","36700000"
"004105","태양금속우","KOSPI",,"5120","410","8.70","4700","5120","4550","43898","208295675","16896000000","3300000"
"116100","태양기계","KONEX","일반기업부","1645","134","8.87","1733","1733","1285","22","29128","10264776970","6239986"
"009410","태영건설","KOSPI",,"2790","-75","-2.62","2865","2900","2730","124282","347176985","803255890230","287905337"
"009415","태영건설우","KOSPI",,"5330","-170","-3.09","5470","5470","5180","6434","34046620","3464361420","649974"
"044490","태웅","KOSDAQ","우량기업부","10220","-680","-6.24","10730","10740","10000","343126","3503886030","204475433820","20007381"
"124560","태웅로직스","KOSDAQ","우량기업부","2895","-5","-0.17","2900","2915","2785","265292","753605100","111216010680","38416584"
"001420","태원물산","KOSPI",,"3560","-115","-3.13","3620","3675","3510","4016","14561440","27056000000","7600000"
"191420","테고사이언스","KOSDAQ","벤처기업부","15080","-20","-0.13","15100","15750","14630","12768","190375570","122281216720","8108834"
"073640","테라사이언스","KOSDAQ","관리종목(소속부없음)","654","0","0.00","0","0","0","0","0","62514162216","95587404"
"066700","테라젠이텍스","KOSDAQ","우량기업부","3180","0","0.00","3150","3185","3095","98034","306327965","103268703300","32474435"
"095610","테스","KOSDAQ","우량기업부","14880","510","3.55","14080","15060","14080","130612","1917209830","294151202880","19768226"
"055490","테이팩스","KOSPI",,"13510","-140","-1.03","13510","13510","12750","37801","494128100","64437971500","4769650"
"308700","테크엔","KONEX","일반기업부","199","0","0.00","0","0","0","0","0","796000000","4000000"
"064520","테크엘","KOSDAQ","중견기업부","1888","3","0.16","1894","1894","1795","10955","20137392","42198805056","22351062"
"089030","테크윙","KOSDAQ","우량기업부","38850","2950","8.22","35600","39200","35500","1045476","40091628900","1451189108250","37353645"
"258050","테크트랜스","KONEX","일반기업부","269","0","0.00","300","309","269","5415","1662151","2688451098","9994242"
"054450","텔레칩스","KOSDAQ","우량기업부","11050","410","3.85","10560","11110","10560","104921","1144471960","167343774650","15144233"
"078000","텔코웨어","KOSPI",,"9940","-10","-0.10","10000","10000","9210","8761","84753650","91846365380","9240077"
"200230","텔콘RF제약","KOSDAQ","중견기업부","543","-6","-1.09","538","555","538","214793","116428250","65295877605","120250235"
"214420","토니모리","KOSPI",,"5960","100","1.71","6010","6060","5710","235711","1382745540","143366602040","24054799"
"393210","토마토시스템","KOSDAQ","기술성장기업부","5090","-100","-1.93","5020","5230","4950","251128","1262394315","79478028960","15614544"
"475960","토모큐브","KOSDAQ","기술성장기업부","10530","-590","-5.31","11170","11480","10130","649599","6929890600","134059472820","12731194"
"215480","토박스코리아","KOSDAQ","중견기업부","2450","85","3.59","2305","2450","2290","64207","149998100","23030000000","9400000"
"051360","토비스","KOSDAQ","벤처기업부","16890","110","0.66","16600","17160","16430","138006","2307927610","273061609620","16167058"
"045340","토탈소프트","KOSDAQ","벤처기업부","4405","-1035","-19.03","5440","5730","4210","333405","1593470095","37698166200","8558040"
